Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_abbr,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,img_id,image_id,trade_price,real_cost,cellar_price,enoteca_price,mark-up,margin_%,Source,
ON,by_btl,Red,Chile,Central Valley,Maipo,,4293,2010,,"Vina Casablanca El Bosque Syrah, Maipo Valley",卡萨布兰卡酒庄艾柏丝可系列设西拉红葡萄酒,750,14.5%,Syrah,,,,,,"It has a deep, highly concentrated purple hue present, and a nose of black fruits and blackberry blossoms with a slight hint of tobacco and cloves. Complex flavors of black tea, black pepper, and wild plums come forward on the tongue with lingering acid and weighty tannins
浓郁的亮紫色，芳香中饱含黑色浆果和黑莓的风味，略带一丝烟草和丁香子气息。仿佛由红茶，黑胡椒和李子组成馥郁口感的同时饱含成熟的单宁和柔恰的果酸味。",,2007_elBosque_vina_casablanca_syrah.png,¥	130.00,¥	118.00,¥	141.60,¥	370.00,214%,68%,EMW,
ON,by_btl,Red,Australia,South Eastern Australia,,,4198,2010,,Wyndham Estate Bin 555 Shiraz Cabernet,云咸 Bin 555西拉半干红葡萄酒,750,,Shiraz/100%,,,,,,"外观：深红色带有紫色调。
香气：成熟的李子浆果味伴随着香料和香草橡木味。
口感：酒体适中的传统西拉，具有独特、丰富的李子果香和胡椒气味，并伴有微妙的美国橡木香兰子味。丰富而轻柔的结构、充沛的丹宁，使得它回味无穷。
Colour: Deep crimson red with vibrant purple hues
Bouquet: The nose displays rich plum, blackberry and spicy fruit aromas complexed by subtle vanillin oak.
Palate: A rich, full bodied wine showing powerful berry fruit flavours; plums, dark cherries with slight lifted spice characters are evident. It is soft on the mid palate, with fine tannins and with a generous balance of integrated oak, all of which contribute to a finish of good persistence.
",,,¥	149.00,¥	119.50,¥	143.40,¥	380.00,218%,69%,PRC,
ON,by_btl,White,Germany,Mosel,,,2052,2011,Egon Müller Scharzhofberger Riesling Kabinett,Egon Müller Scharzhofberger Riesling Kabinett,伊慕施华格,750,,Riesling/100%,,,,,,"This wine is clear light yellow green, immediately displays smoky, flinty, mineral and red currant aroma, with a citrus, bergamot and honey flavor ending.  It has a beautiful presence on the palate, round and intensive, with a fabulously precise acidity. A brilliantly composed wine.
色泽为光亮的清浅黃綠，有烟熏、打火石、矿物质及红醋栗气息，以橙皮、佛手柑香气，蜂蜜韵味收结，入口圆滑细致，气息更为集中，酸度持久有力。",,,¥	785.00,¥	550.00,¥	660.00,"¥	1,380.00",151%,60%,Torres,
ON,by_btl,Red,Uruguay,Canelones,,,4298,2009,,Pisano RÍO de los PÁJAROS Reserve TSV,比萨诺荷鸟红,750,,"Tannat /55%
Syrah /40%
Viognier/ 5%",,,87,,,"Dark intense purple with violet tons. Prunes and violets aromas, touches of licorice followed by the spices of cinnamon and black pepper with a subtle floral overtone. Leather and Plums. Blueberries and dark cherries are prominent, meatiness on the palate, fresh juiciness with well integrated toasty oak and a melt of finely tailored tannins. Balanced finish. Ideal match for pasta with tomatoe sauces, pâté, mushrooms and risottos. ",,,¥	173.00,¥	121.00,¥	145.20,¥	380.00,214%,68%,Torres,
ON,by_btl,White,Germany,Rheingau,,,2053,2011,Schloss Vollrads Riesling Kabinett F.,Schloss Vollrads  Riesling Kabinett Feinherb,施洛斯-弗拉德骑士珍藏雷司令,750,,,,,,,,,,,,¥	164.00,¥	196.80,¥	410.00,150%,60%,GFW,
ON,by_btl,White,Germany,Nahe,,,2054,2011,Donnhoff Riesling,Donnhoff Riesling,杜荷夫雷司令白葡萄酒,750,,Riesling,,87,,,,"Straightforward white, with baked apple and ripe currant flavors. Soft finish of peach and spice. Drink now through 2015",,,¥	198.00,¥	162.00,¥	194.40,¥	410.00,153%,60%,KER,
ON,by_btl,White,Germany,Nahe,,,2055,2011,Donnhoff K.K Riesling Kabinett,Donnhoff Kreuznacher Krotenpfuhl Riesling Kabinett,杜荷夫可登园雷司令白葡萄酒,750,,Riesling,,92,90,,,"A fruity style, evoking peach, apricot and pear flavors in a rich texture. It's all nicely balanced, juicy and lingers on the finish. 佳酿为水果口味风格，浓郁的质地有着桃子、杏和梨的香味。佳酿美妙平衡，果汁味浓，余韵悠扬绵长。",,,¥	280.00,¥	230.00,¥	276.00,¥	580.00,152%,60%,KER,
ON,by_btl,Red,Italy,Sicilia,,,4164,2010,,Donnafugata Sedara Nero d'Avola Sicilia IGT,多娜佳塔酒园塞拉塔干红葡萄酒,750,,,,,,,,,,dedara_nv.png,¥	157.00,¥	122.00,¥	146.40,¥	380.00,211%,68%,ASC,
ON,by_btl,Red,Argentina,Cuyo,Mendoza,,4279,2011,,Salentein Reserve Cabernet Sauvignon,萨兰亭赤霞珠红葡萄酒,750,14.5%,Cabernet Sauvignon/100%,,,,,,"Ruby-red.Good aromatic intensity, and touches of pepper; the wooden notes have been fully integrated but in the background, after ageing in French oak barrels.It feels soft and lingers in the mouth, with good structure, ripe and successfully achieved tannins.An ideal match for semi-hard or aged cheeses, or important and complex dishes of spiced red meat.
红宝石色。浓郁的黑胡椒的香气。而后散发出橡木桶陈酿后的木香。口感柔美，余味悠长。是一款架构良好，成熟且单宁优美的葡萄酒。理想搭配陈年奶酪，风味浓郁的菜肴以及辣味红肉。",,,¥	174.00,¥	122.00,¥	146.40,¥	390.00,220%,69%,Torres,
ON,by_btl,Fortified,Portugal,Duoro,,,6002,NV,,Taylors Fine Ruby,泰来钵酒（利口葡萄酒）                              ,750,,Touriga Nacional,,,,,,"Deep ruby-red in color with a garnet rim. A firm, vigorous, full-bodied palate, with powerful fruit flavors and a long finish.
It is an excellent dessert wine, particularly with ripe, blue cheese.
 红宝石般的酒体，边缘泛着石榴红色泽。此酒质地紧凑，酒体饱满而丰厚，果香馥郁，令人回味悠长。
最适宜与甜点相搭配饮用，特别是与成熟的绿奶酪相配。

",,taylors_ruby_port.png,¥	157.00,¥	122.00,¥	146.40,¥	380.00,211%,68%,ASC,
ON,by_btl,Red,US,California,,,4250,2010,,Beringer Vineyards Founders Estate Merlot,贝灵哲创始者庄园梅洛干红葡萄酒                              ,750,,Merlot/100% ,,,,,,"A deep ruby color. Black cherry fruit is complemented by spicy qualities, notes of white pepper and even a whiff of cinnamon. Backed up by a cedar and a light caramel component that comes from the wine's time in oak.
Food Suggestion: Pair with smoked chicken, grilled vegetables, or pasta.
 此酒有着深沉的红宝石色泽。黑樱桃的芬芳在香料、白胡椒及一丝肉桂的淡雅气息衬托下更加丰富而有层次。来自橡木桶陈酿后的雪松及淡淡的焦糖气息令其酒质颇为精致。
 搭配熏鸡、扒时蔬或意面美味可口。
",,Beringer_Merlot_hero_nv.png,¥	158.00,¥	123.00,¥	147.60,¥	380.00,209%,68%,ASC,
ON,by_btl,White,Germany,Nahe,,,2056,2011,Donnhoff N.K. Riesling Spâtlese,Donnhoff Norheimer Kirschheck Riesling Spätlese,杜荷夫可石园晚收雷司令白葡萄酒,750,,Riesling,,93,94,,,"This is pure and translucent, allowing its pear, apple and stone aromas and flavors to shine. Precision, balance and fine length complete the profile. 佳酿纯净，酒色呈半透明状，有着明媚的梨、苹果和石头的香气和口味。精致、平衡，美好的余韵让佳酿更加完美。",,Donnhoff_Riesling_spatlese_2001.png,¥	410.00,¥	374.00,¥	448.80,¥	940.00,151%,60%,KER,
ON,by_btl,Red,Italy,Sardegna,Cannonau di Sardegna,,4165,2010,,Selezione Fellini Cannonau di Sardegna,費里尼精選卡諾娜乾紅,750,,,,,,,,,,,¥	166.00,¥	125.00,¥	150.00,¥	380.00,204%,67%,SCH,
ON,by_btl,White,Germany,Rheinhessen,,,2057,2012,Valckenberg Riesling,Valckenberg Riesling,沃克堡薏丝琳干白葡萄酒                              ,750,,Riesling/100 % ,,,,,,"
A fresh and elegant Riesling with fine peach aromas and a hint of citrus aromas in the finish. 
A perfect companion with fish dishes, asparagus and light meat. 
这是一款清新，优雅的薏丝琳，富含桃子的芳香，回味略带一丝柑橘的香味。
理想搭配：鱼类，芦笋，口味较清淡的肉类
",,valckenberg_riesling_trocken.png,¥	141.00,¥	110.00,¥	132.00,¥	350.00,218%,69%,ASC,
ON,by_btl,White,Germany,Pfalz,,,2058,2010,Bassermann-Jordan Riesling Estate,Bassermann-Jordan Riesling Estate,冯巴斯曼庄园雷司令,750,,,,,,,,,,,,¥	125.00,¥	150.00,¥	320.00,156%,61%,GFW,
ON,by_btl,White,Germany,Pfalz,,,2059,2010,Gunderloch Riesling Kabinett Jean Baptiste,Gunderloch Riesling Kabinett Jean Baptiste,甘德罗雷司令珍藏白葡萄酒,750,,Riesling,,,,,,"半干酒体，酒体纯净，主要有蜜桃，杏子和西柚的香气，酸度鲜明平衡，回味新鲜。                  Medium dry. Pure, focused nectarine, apricot and grapefruit flavors are matched to vivid acidity and a bright, refreshing finish. 

",,GUNDERLOCH_RIESLING_KABINETT_Jean_baptiste.png,¥	228.00,¥	171.00,¥	205.20,¥	430.00,151%,60%,Watsons,
ON,by_btl,White,Italy,Trentino-Alto Adige,,,2060,2011,Alois Lageder Riff Pinot Grigio,Alois Lageder Riff Pinot Grigio IGT,拉格德酒园白云石灰皮诺干白葡萄酒                              ,750,, Pinot Grigio/100%,,,,,,"
Produced from vineyards around the Dolomites, this Pinot Grigio is very fresh and vital, showing spicy, melony fruit, a lees character and intense minerality. It is very refreshing and an outstanding value
 产自葡萄园周围的白云石土质，新鲜而具有生命力，口感略显辛辣，具有甜瓜香气, 具备酒香的特制并伴随强烈的矿物质气息。这是一款令人喜欢且物有所值的酒。

",,Riff_Pinot_Grigio_2009.png,¥	107.00,¥	83.00,¥	99.60,¥	290.00,249%,71%,ASC,
ON,by_btl,Red,France,Bordeaux,Bourgnone Rouge,,4007,2006,,Chateau Briot AOC,古堡美洛红葡萄酒,750,13.50%,"Cabernet Sauvignon/62%
Merlot/23%
Cabernet Franc/15%",,,,,,"此酒拥有深宝石红色，香味复杂，辛辣中带一点烤焊香味。丹宁优雅，可作长期贮藏。
The wines have a deep ruby red color. The complex nose carries spicy, meaty fragrances with a hint of toast. On the palate, the balance is subtle thanks to the extremely fine tannins which lend the wine an ageing capacity of several years.",,Chateau_Briot_bdx_2001.png,,¥	128.00,¥	153.60,¥	390.00,205%,67%,LKS,
ON,by_btl,Red,France,Bordeaux,Graves,,4030,2008,,Chateau Haut Mayne Rouge,高美尼堡红葡萄酒                              ,750,,"Merlot/40%
Cabernet Sauvignon/60%
",,,,,,"Intense garnet red colour. A good balanced nose, spicy notes of wood and very mighty fruit aroma. Balanced and solid, this fleshy wine has also a nice finess. A beautiful wine to pitcher and to serve with lamb or a roast duck. Serving temperature between 14°and 16°. 
酒体呈浓郁的石榴红色。香气宜人，带有辛辣的木质气息和温和的果香。平衡度和架构出色，口感又不失细腻清新。适宜与羊肉及烤鸭搭配享用。最佳饮用温度在14至16度之间。",,chateau_haut_Mayne_Graves_rouge_nv.png,¥	164.00,¥	128.00,¥	153.60,¥	390.00,205%,67%,ASC,
ON,by_btl,White,Italy,Trentino-Alto Adige,Alto Adige - Sudtirol,,2061,2011,Alois Lageder Pinot Grigio Sudtirol,Alois Lageder Pinot Grigio Sudtirol - Alto Adige,拉格德酒园灰皮诺干白葡萄酒                              ,750,, Pinot Grigio/100%,,88,,,,"Brilliant straw yellow with a green shimmer. Quite pronounced and expressive aromas with flowery and somewhat spicy notes. Richy flavored in the mouth, with a slight smokiness at the back and a good, fresh finish. 
Food suggestion: Enjoy with starters (Both fish or meat), pâtés and terrines, fish and shellfish poultry, white meat and mushrooms.
稻黄色的酒体闪烁着淡绿光泽，晶莹剔透。花朵与香料的芬芳颇为显著而富于表现力。口味丰饶，略带些许烟熏味道，回味清新而优雅。窖藏2-4年饮用为宜。
搭配头盘（鱼类、肉类皆可），沙锅类、贝类、家禽、白肉类及蘑菇味道鲜美。
",,Alois_lageder_Pinot_Grigio_NV.png,¥	215.00,¥	168.00,¥	201.60,¥	420.00,150%,60%,ASC,
ON,by_btl,Sparkling Rosé,Australia,,,,1048,NV,,Chandon Brut NV rosé,香桐粉红起泡葡萄酒,750,12.50%,"Chardonnay
Pinot noir",,,,,,"Chandon Rosé NV
Fresh ripe black cherries, citrus and stone fruit notes dominate the nose, complimented by freshly baked pie crust aromas from 18 months of yeast age. The gentle and creamy mouth feel reveals stone fruits, raspberry and vanilla ice-cream characters. Soft citrus tones keep the palate fresh, balanced and focused.
香桐粉红起泡葡萄酒
新鲜成熟的黑樱桃，柑橘，核果的味道十分明显，此外18个月的酵母沉淀陈年赋予新鲜如烤馅饼起酥的芳香。入口柔和，质地如奶油般幼滑，核果，覆盆子，香草冰激凌的特征十分明显；柔美的柑橘的味道令口感十分清新且均衡。",,Chandon_Brut_Rose_NV_beautyshot.png,¥	145.00,¥	130.00,¥	156.00,¥	390.00,200%,67%,MHD,
ON,by_btl,White,Italy,Friuli-Venezia Giulia,,,2062,2011,Antonutti Sauvignon Blanc,Antonutti Sauvignon Blanc DOC Antonutti,安东努蒂长相思(意大利法定产区),750,12.50%,Sauvignon Blanc/100%,,,,,,"Straw-yellow with subtle hints of copper. Light floral notes are followed by distinct fruity aromas. With air the wine opens with complex sensations on the nose and palate. The palate is characterized by lovely freshness that invites one for another sip.
色泽呈稻黄色，带有黄铜色。带有花香和浓郁的果香。葡萄酒和空气相遇后散发出丰富的香气与口感。口感清新，诱人。",,antonutti_sauvignon.png,¥	128.00,¥	107.00,¥	128.40,¥	340.00,218%,69%,BwA,
ON,by_btl,White,Italy,Friuli-Venezia Giulia,,,2063,2012,Conte d'Attimis Maniago Pinot Grigio,Conte d’Attimis Maniago Pinot Grigio,曼尼哥灰比诺白葡萄酒,750,,Pinot Grigio,,,,,,"straw yellow colour. The characteristic, elegant and intense bouquet
is rich in oak, walnut husk, yellow peaches and golden apples. Harmonious and sophisticated
with marked yeasty hints acquired by maturation “sur lies”. The wine is lively on the palate
where it becomes full and velvety with very persistent ripe fruit flavours, supported by a
pleasant crispness.",,Conte_d_Attimis_Maniago_Pinot_Grigio_BOTTIGLIE_Pagina_02.png,¥	163.00,¥	140.00,¥	168.00,¥	430.00,207%,67%,KER,
ON,by_btl,White,Italy,Veneto,Soave,,2064,2009,Villalta Soave,Villalta Soave DOC,愉郎白葡萄酒DOC,750,13.00%,"Garganega/50%
Trebbiano/50%",,,,,,"此酒有澄黄色泽，带丰富的果香及新鲜的花香味。清脆的果味及清爽的酸度，带乾爽的结尾。
Pale straw coloured, with a fresh, fruity bouquet. Crisp fruit and refreshing acidity on the palate, finishing dry.",,,¥	90.00,¥	76.00,¥	91.20,¥	280.00,268%,73%,LKS,
ON,by_btl,White,Italy,Veneto,Soave,,2065,2008,Coffele Soave Classico,Coffele Soave Classico,凯菲勒-索阿维白葡萄酒,750,,,,,,,,,,,,¥	90.00,¥	108.00,¥	320.00,256%,72%,SND,
ON,by_btl,Red,France,Rhône,Cote du Rhone,,4081,2009,,E. Guigal Côtes du Rhône,吉佳乐世家罗纳山麓法定产区干红葡萄酒                              ,750,,"syrah/55% 
mourvedre/8%
grenache/35% 
others/2%
",,,87,,,"Eye : Deep and dark red. Shiny.
Nose : Fresh fruits with red berries and spices.
Palate : Full, round and racy. Rounded and smooth tannins. A full-bodied, rich and intensly aromatic wine.
Overall : Full with a long finish and plenty of elegance and finesse due to the well balanced tannins and fruit.
Food and wine matching
cold meats, meat, game bird and cheese
颜色：深沉而亮泽的暗红色
气味：果味新鲜，带有红色浆果和辛香料的气息
口感：饱满，圆润，生动。单宁柔滑，一款酒体饱满、香味馥郁、口感丰富的葡萄酒
整体：饱满而回味悠长，均衡良好的单宁和果味使这款酒优雅而细腻。
食物搭配：冷肉，肉类，野味和奶酪

",,E_Guigal_Cotes-du-Rhone_rouge.png,¥	171.00,¥	133.00,¥	159.60,¥	390.00,193%,66%,ASC,
ON,by_btl,White,Italy,Veneto,Custoza,Bianco di Custoza,2066,2011,Agricola Cottini Bianco di Custoza,Agricola Cottini Bianco di Custoza DOC,毕安寇卡斯托干白葡萄酒（意大利法定产区）,750,12%,"Trebbiano Toscano /40%
Gargarena/ 30%
Cortese, Pinot Bianco &Chardonnay /15%
Tocai Friulano/15%",,,,,,"Bright white color, light body, lemon and green apple. Fresh and fruity.
亮白色，轻盈酒体，柠檬和青苹果的香气。带有果香味。",,agricola_cottini_bianco_di_custoza.png,¥	118.00,¥	89.00,¥	106.80,¥	300.00,237%,70%,BwA,
ON,by_btl,White,Italy,Piedmont,Gavi,,2067,2011,Michele Chiarlo Roverto Gavi di Gavi,"Michele Chiarlo Roverto, Gavi del Comune di Gavi DOCG",迈克基阿罗酒庄栎树林佳味保证法定产区干白葡萄酒                              ,750,, Cortese/100%,,,,,,"Pale straw color with green highlights. Ample, complex, elegant and persistent aromas with hints of vanilla, chocolate, anise and fresh hay. Dry, balanced and fragrant, with a silky texture and good length.
Excellent as an aperitif or to accompany soups, seafood or white meats.  
浅稻草黄色中掩映着淡绿色泽。香气复杂持久，馥郁而优雅，略带新鲜的青草味道。酒质略干，醇郁而和谐，有着丝绸般的质感，回味持久，悠长。
餐前饮用十分理想，与海鲜，汤类及白肉等菜肴搭配鲜美无比。
",,Michele_chiarlo_rovereto_gavi.png,¥	235.00,¥	183.00,¥	219.60,¥	460.00,151%,60%,ASC,
