Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,image_id,enoteca_price,Source,trade_price,real_cost,,cellar_price,年份,期初存货,购入数量汇总,销售量汇总by bottle,销售数量汇总by glass,销售数量汇总tasting flights,内部调货数量汇总-兕维,损耗数量汇总,库存数量,实盘数量,存储位置,送货单单价,供应商供货总价,内部调货金额汇总兕维,销售成本,存货,AL+AM,Total real_cost,Total enoteca_price,销售单价  by bottle,销售单价 by glass,销售单价tasting flights,损耗金额汇总表,销售额汇总表,备注,购货价比对,库存比对,,盘存状态,
ON,by_btl,White,Australia,Western Australia,Margaret River,,2095,2004,Leeuwin Estate Art Series Chardonnay,露纹酒园莎当妮干白葡萄酒                           ,750,,,,,,,,,,"¥1,880.00",SM,,¥600.00,,¥750.00,2004,0,1,0,0,0,0,0,1,,P13,600,600,0,0,600,600,¥600,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,Western Australia,Margaret River,,2096,2003,Leeuwin Estate Art Series Chardonnay,露纹酒园莎当妮干白葡萄酒                           ,750,,,,,,,,,,"¥2,180.00",SM,,¥600.00,,¥750.00,2003,0,1,0,0,0,0,0,1,,P13,600,600,0,0,600,600,¥600,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,Victoria,,,2097,2010,Yering Station Little Yering Chardonnay,优伶 小优伶 霞多丽干白葡萄酒,750,13.00%,Chardonnay,,,,,,"浅稻草色。浓郁的矿物质气息间散发着白油桃和柑橘的果香。口感丰富，清新优雅，酒体适中。敲到好处的橡木气息很好的的支撑了其果香，酸度平衡。结构良好，回味悠长，是一款典型的冷气候美酒，可陈放若干年。Pale Straw. Great intensity with mineral notes, white nectarine and citrus flavours. This wine shows a creamy, nutty complexity with freshness and elegance. Medium weight with clean citrus fruit supported by well integrated French oak and balanced acidity. Great structure and length in the finish, this wine shows typical cool climate characteristics and will reward medium term cellaring.",,¥390.00,TWR,¥160.00,¥112.00,,¥140.00,2011,0,3,1,0,0,0,0,2,,冰箱2,112,336,0,112,224,336,¥336,¥390,390,0,0,0,390,,T,F,T,Y,
ON,by_btl,White,Australia,Victoria,Yarra Valley,,2098,2008,Beelgara Regional Reserve Chardonnay Yarra Valley,贝加拉亚拉山谷霞多丽白葡萄酒（珍藏版）,750,12.00%,Chardonnay,,,,,,"其优雅而精巧的结构中富有桃、热带水果的芬芳，口感丝滑顺畅，回味绵长。
This attractive and elegant white wine is made from Chardonnay grape. It has attractive aromas of peaches and tropical fruit. The palate is soft and silky with a sustained length of flavor.",beelgara_yarra_valley_chardonnay.png,¥280.00,Tohzen,¥148.00,¥72.00,,¥90.00,,0,6,0,0,0,0,0,6,,P9,72,432,0,0,432,432,¥432,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,New Zealand,South Island,West Auckland,,2099,2009,Kumeu River Village Chardonnay,库妙河 乡村霞多丽白葡萄酒,750,13.00%,Chardonnay,,,,,,"The 2009 Village Chardonnay gives delicate aromas of fresh peaches, baking bread and orange blossom with a hint of crushed stones. Medium bodied with a good amount of ripe apple and yeasty flavors, it has refreshing acidity, a gentle creaminess to the texture and a long finish. ",,¥390.00,TWR,¥165.00,¥116.00,,¥145.00,2009,0,3,1,0,0,0,0,2,,P3,116,348,0,116,232,348,¥348,¥390,1560,0,0,0,390,,T,F,T,Y,
ON,by_btl,White,New Zealand,North Island,Hawkes Bay,,2100,2011,Matua Valley Hawkes Bay Sauvignon Blanc,马腾山谷鹰湾白苏维翁干白葡萄酒                              ,750,,Sauvignon Blanc/100%,,,,,,"Aromas of gooseberry and apple dominate. The vibrant and lively palate has mineral and herbal tones over a core of apple and green melon. An appealing freshness and lingering intensity completes this elegant wine.
Pairs well with wild rocket and spinach tart with fetta and egg filling topped with roasted pine nuts and parmesan cheese. 醋栗与苹果的芳香十分突出。苹果与青瓜口味中透出些许矿物质与草药的清香，颇为宜人。回味清新醇浓，令此酒更添几分优雅气质。
搭配以芝麻菜、菠菜、羊乳酪、鸡蛋、烤松子为辅料的意大利干酪十分美味。
",matua_valley_hawkes_bay_sauvignon_blanc_nv.png,¥390.00,ASC,¥166.00,¥129.00,,¥161.25,2012,0,2,0,0,0,0,0,2,,P9,129,258,0,0,258,258,¥258,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,New Zealand,North Island,Martinborough,,2101,2011,Palliser Estate Sauvignon Blanc,帕利斯尔庄园长相思白葡萄酒 ,750,,Sauvignon Blanc,,,,,,"亮绿色泽明艳动人。成熟的醋栗芳香与一丝热带果香芬芳怡人。此酒优雅而又爽利，醋栗的成熟口味与热带水果口味相得益彰。回味持久，略带一丝青草味道。Brilliant light green color. Ripe gooseberries with a hint of tropical fruit on the nose. An elegant but crisp wine with ripe, gooseberry flavors on the fore palate backed by tropical fruits and a hint of grassiness that lingers on the aftertaste.

",Palliser_Estate_Martinborough_Sauvignon_Blanc.png,¥390.00,Watsons,¥198.00,¥149.00,,¥186.25,2011,0,6,0,0,0,2,0,4,,P10,149,894,298,0,894,894,¥894,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,New Zealand,South Island,Marlborough,,2102,2011,Villa Maria Estate “Private Bin” Sauvignon Blanc(SC),新玛利庄园珍匣苏维翁白葡萄酒,750,,Sauvignon Blanc,,,86,15.5,,"Ripe gooseberry, passionfruit, fresh citrus lime and exotic herbaceous aromas;
Exciting palate with layers of juicy flavours, intensity and fullness
成熟的猕猴桃，西番莲，新鲜柑橘和异国情调的草本植物味; 
口味清爽，果味丰满多汁，余味清新明快",Villa_Maria_PB_Sauvignon_Blanc.png,¥360.00,SMG,¥129.00,¥116.00,,¥145.00,2012,0,3,1,0,0,0,0,2,,R1,116,348,0,116,232,348,¥348,¥360,360,0,0,0,360,,T,F,T,Y,
ON,by_btl,White,New Zealand,South Island,Marlborough,,2103,2012,Kim Crawford Marlborough Sauvignon Blanc,马博罗白苏维翁白葡萄酒                              ,750,,Sauvignon Blanc,,,89,,,"Pale straw color with touches of green. Characters of cut grass and tropical fruits are dominant on the nose. Unfolds with flavors of passion fruit, gooseberry and subtle herbaceousness. The wine is mouthfilling with good texture and finishes well with cleansing acidity and great length. 
Ideally suited to asparagus, oysters and summer salads.
淡雅的稻黄色酒体掩映出绿色光泽。散发着青草的气息与热带水果的芳香。西番莲果，醋栗口味，并略带稀薄的草木香口感。 酒体质地完美，酸度适中，回味持久。
搭配芦笋、牡蛎和夏天沙拉十分理想。


",Kim_Crawford_Marlborough_Sauvignon_Blanc_nv.png,¥390.00,ASC,¥176.00,¥138.00,,¥172.50,2012,0,4,0,0,0,0,0,4,,12号箱,138,552,0,0,552,552,¥552,¥0,0,0,0,0,0,,T,F,F,Y,
ON,by_btl,White,New Zealand,South Island ,Marlborough,,2104,2012,Tahuna Sauvignon Blanc             ,天朗白葡萄酒,750,13.50%,Sauvignon Blanc/100%,,,,,,"此酒带有黑醋栗及热带果风味，配以清新酸度，果味香浓。
The Tahuna Sauvignon Blanc has classic gooseberry and tropical fruit characters with fresh acidity giving focus to the fruit flavours.",Tahuna_sauvignon_blanc_marlborough.png,¥390.00,LKS,¥155.00,¥132.00,,¥165.00,2012,0,3,0,0,0,0,0,3,,13号箱,132,396,0,0,396,396,¥396,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,New Zealand,South Island,Marlborough,,2105,2011,Cloudy Bay Sauvignon Blanc,云雾之湾苏维浓白葡萄酒,750,13.50%,Sauvignon Blanc ,5,-,91,-,,"Cloudy Bay Sauvignon Blanc
Cloudy Bay Sauvignon Blanc is reminiscent of a fresh summer fruit salsa – ripe peach, passion fruit, mango and juicy citrus – sprinkled with fresh fennel and a dash of Pastis. The palate is rich and succulent, with a zesty citrus and apple-sherbet acidity.
云雾之湾苏维浓白葡萄酒
云雾之湾苏维浓白葡萄酒让您回想起新鲜可口的夏日水果果酱－成熟的桃子，西番莲，芒果，还有可口的橘子汁，期间透出新鲜的茴香和法国香料的气息。该酒口感丰富可口，让人联想到多汁的水果，有柑桔，冰冻苹果露的酸甜。",Cloudy_Bay_SB.png,¥490.00,MHD,¥210.00,¥195.00,,¥243.75,,0,54,26,58,9,0,0,15.8,,11号箱，冰箱2,195,10530,0,7020,3549,10569,"¥10,530","¥12,740",1960,392,31.6,0,18420.8,1杯逃单,T,F,F,Y,
ON,by_btl,White,New Zealand,South Island,Marlborough,,2106,2011,Cloudy Bay Te Koko,云雾之湾蒂蔻寇白葡萄酒,750,,,,,,,,,,¥850.00,MHD,,¥320.00,,¥400.00,,0,5,2,0,0,0,0,3,,P3P4,320,1600,0,640,960,1600,"¥1,600","¥1,650",3300,0,0,0,1650,,T,F,T,Y,
ON,by_btl,White,New Zealand,South Island,Marlborough,,2107,2011,Cloudy Bay Chardonnay,云雾之湾夏多内白葡萄酒,750, ,Chardonnay,,,,,,"Cloudy Bay Chardonnay
The scent of white flowers and fresh citrus fruits – lemons, limes and grapefruit – all temptingly mingled with the savory complexity of toasted nuts and oatmeal. The silky palate shows lively citrus flavours and seamlessly integrated spicy French oak.
云雾之湾霞多丽白葡萄酒
云雾之湾霞多丽白葡萄酒有白色鲜花和新鲜柑桔般的水果香；诱人的柠檬、青柠、柚子的果香和可口的烤坚果，燕麦片融合在一起，其香味非常的复杂。如丝绸般顺滑的口感和如柑桔般活泼的果香与风味十足的法国橡木天衣无缝的结合在一起。",Cloudy_Bay_Chardonnay.png,¥590.00,MHD,¥265.00,¥250.00,,¥312.50,,0,2,1,0,0,0,1,0,,,250,500,0,250,0,500,¥500,¥590,2360,0,0,250,590,,T,T,T,Y,
ON,by_btl,White,US,Washington State,,,2108,2011,Columbia Crest Two Vines Chardonnay,哥伦比亚山峰哥伦比亚谷莎当妮白葡萄酒                              ,750,, Chardonnay/100%,,,,,,Offers fruit-forward apple and pear aromas with a hint of lemon citrus leading into a balanced crispness and creaminess on the palate. The lingering finish is of lush fruit with varietal intensity indicative of Columbia Valley wines. 此酒果香丰饶，散发苹果和梨子的芳香，伴有隐隐的柠檬柑橘味道，使得口感均衡爽利，乳脂般柔滑。悠长的回味，充满馥郁的果香与该品种葡萄的紧实感，展现其哥伦比亚谷葡萄酒的风格。,two_vines_chardonnay_nv.png,¥278.00,ASC,¥93.00,¥70.00,,¥87.50,2011,0,2,0,0,0,0,0,2,,冰箱2,70,140,0,0,140,140,¥140,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,US,Washington State,,,2109,2011,Chateau Ste. Michelle Gewürztraminer,圣密夕琼瑶浆白葡萄酒                              ,750,,"Gewurztraminer/91%
Muscat Canelli/9% ",,,,,,"“ The popular Chateau Ste. Michelle Gewürztraminer is a bright, refreshing
medium-dry wine with inviting aromas of lychee nuts, nectarine, jasmine and
clove spice. This Gewürztraminer is nicely balanced between fruit and the
grape’s natural crisp character, while still being lush. Try this complex wine with Thai food or any cuisine with a little “bite” to it.” “圣密夕葡萄园的格乌兹莱妮是一款色泽明亮、清新宜人的葡萄酒。此酒散发着荔枝果、油桃、茉莉和丁香的气息，在保持果味和葡萄的脆爽特征之间的平衡之外仍然保留了浓郁的口感。此款复杂的葡萄酒可以搭配泰国菜或其他需要小口食用的菜肴”。",Chateau_ste_michelle_gewurztraminer_nv.png,¥300.00,ASC,¥115.00,¥90.00,,¥112.50,2011,0,2,1,0,0,0,0,1,,6号箱,90,180,0,90,90,180,¥180,¥300,600,0,0,0,300,,T,F,T,Y,
ON,by_btl,White,US,California,Lido,,2110,NV,Rivercrest California White (semi-dry),利弗兰加州白葡萄酒,750,9.50%,"Chenin Blanc
Colombard",,,,,,"利弗兰白葡萄酒是一款清淡爽口的白葡萄酒，味道爽净怡人。熟梨清香令其更加厚重绵长、酒香诱人。
A white wine that is both light and crisp, Rivercrest White also offers a nice, clean finish. Fragrant flavors of ripe pear add depth and give thiswine a lasting appeal.",Rivercrest_california_white_nv.png,¥198.00,Tohzen,¥48.00,¥44.00,,¥55.00,,0,6,0,2,0,0,4,1.6,,冰箱2,44,264,0,0,88,264,¥264,¥0,0,160,0,176,80,,T,F,T,Y,
ON,by_btl,White,US,California,Monterey,,2111,2010,Hess Select Chardonnay Monterey,赫斯精选蒙特里莎当妮白葡萄酒                              ,750,,Chardonnay/ 100%,,,,,,"Classic tropical themes of ripe cut pineapple, guava, and lemon zest give the aroma a lively life toward a similar flavour profile of ripe pear, peach, and pineapple on the palate. The body is medium in intensity. The perfect companion with food, especially in the crisp, cleansing fruit driven finish. 
经典热带成熟菠萝，番石榴，柠檬香味，成熟蜜梨，蜜桃，菠萝香口感。 中度酒体，适宜搭配食物饮用，余味呈爽脆且清新的果味。",hess_chardonnay_2007.png,¥390.00,ASC,¥167.00,¥130.00,,¥162.50,2010,0,5,1,0,0,0,0,4,,12号箱,130,650,0,130,520,650,¥650,¥390,780,0,0,0,390,,T,F,F,Y,
ON,by_btl,White,US,California,Napa Valley,,2112,2011,Newton Red Label Chardonnay,纽顿夏多内百葡萄酒,750,,Chardonnay ,,,,,,"Newton Red Label Chardonnay
Enticing and delicate notes of honeysuckle, white nectarine and peach Stone fruit flavors combine with ripe melon and fig. A well-balanced wine with a velvety mouth feel which persists throughout the lingering and refreshing finish.
纽顿霞多丽百葡萄酒
该款霞多丽白葡萄酒有诱人的金银花细腻的香味，白色油桃，香草以及新鲜的烤面包的味道融合在一起；核果与成熟的瓜果，无花果的味道交相辉映；这款结构平衡的霞多丽白葡萄酒柔和的口感贯穿始终；回味悠长，清新。",Newton_Red_Label_Napa_Chardonnay.png,¥420.00,MHD,¥155.00,¥140.00,,¥175.00,,0,2,1,0,0,0,0,1,,P5,140,280,0,140,140,280,¥280,¥420,1520,0,0,0,380,,T,F,T,Y,
ON,by_btl,White,US,California,Napa Valley,,2113,2010,Robert Mondavi Napa Valley Fume Blanc,罗伯特蒙大维纳帕谷长相思白,750,,,,,,,,,,¥480.00,JBS,,¥192.00,,¥240.00,2010,0,2,0,0,0,0,0,2,,,192,384,0,0,384,384,¥384,¥0,0,0,0,0,0,,T,F,F,Y,
ON,by_btl,White,US,California,Napa Valley,,2114,2011,Cakebread Cellars Napa Valley Sauvignon Blanc,卡布瑞酒窖白苏维翁白葡萄酒                              ,750,," Sauvignon Blanc/90%
 Semillon/5%
 Sauvignon Musque/5%
",,,,,,"a fresh, rich, vivacious white wine with bright grapefruit, lime, melon and hay aromas and concentrated kiwi, citrus and green apple flavors. Its refreshingly flinty, mineral-y finish makes it a mouthwatering apèritif wine as well as a fine accompaniment to a wide range of seafood, poultry, vegetarian and salad dishes. It will provide great drinking pleasure.
此长相思是一款清新馥郁而动人的白葡萄酒，伴随有优质葡萄，酸橙，蜜瓜和干草的芳香，以及浓缩奇异果，柑橘和青苹果的风味。其坚硬如矿物般的口感余味使人清爽振奋，可用作开胃的餐前酒，也可搭配大部分海鲜家禽素食菜肴和沙拉盘。",cakebread_cellars_napa_sauvignon_blanc.png,¥710.00,ASC,¥362.00,¥282.00,,¥352.50,2010,0,2,0,0,0,0,0,2,,P7,282,564,0,0,564,564,¥564,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,US,California,Napa Valley,,2115,2010,Stag’s LeapWine Cellars Wsrren Winiarski Karia Chardonnary,鹿跃酒庄嘉瑞莎当妮白葡萄酒                              ,750,,Chardonnay,,,,,,"A cornucopia of aromas emerges from this wine, with apple, white peach and orange blossom joining subtle layers of roasted almond and vanilla cream. Similar flavors are enjoyed on the palate with additional citrus notes. A delicate honey tone is supported by bright acidity all the way through the toasty brioche finish. 
Pair with butternut squash ravioli with sage brown butter, shrimp scampi, or a pecan-crusted roast loin of pork. 
此酒带有丰富的果香，透着苹果，白桃和香橙花的气息并伴随着烘烤杏仁以及香草巧克力的味道，柑橘的甜味萦绕在口中。宜人的酸度中伴随着精致的蜂蜜气息，余味带有烘烤奶油蛋卷的风味，适合搭配意式南瓜蒸饺蘸黄油，鲜虾奶油扁面条或各式烤肉。

",stags_leap_wine_cellars_karia_chardonnay_nv.png,¥810.00,ASC,¥378.00,¥321.00,,¥401.25,2010,0,3,1,0,0,0,0,2,,P5,321,963,0,321,642,963,¥963,¥810,1620,0,0,0,810,,T,F,F,Y,
ON,by_btl,White,US,California,Napa Valley,,2116,2007,Newton Unfiltered Chardonnay,纽顿未过滤夏多内白葡萄酒,750, ,Chardonnay,,,,,,"Newton Unfiltered Chardonnay
This powerful wine opens with rich crème caramel, butterscotch and fresh vanilla bean aromas, later revealing baked apple and nutty characters. Flavors of white peach and caramel with a touch of honey round out this full-bodied, balanced wine with a lingering creamy finish.
纽顿未过滤霞多丽白葡萄酒
这款风味浓郁的葡萄酒入口有浓郁的奶油焦糖，奶油糖果，新鲜的香草豆的芬芳，以及烤苹果和杏仁的味道；同时白桃和焦糖的气息中透出幽幽的蜂蜜的甘美，将这款酒体饱满，口感平衡的葡萄酒引向如奶油般浓郁的回味。",Newton_Unfiltered_Chardonnay_X.png,¥820.00,MHD,¥375.00,¥328.00,,¥410.00,2008,0,6,3,0,0,0,0,3,,P5,328,1683,0,984,699,1683,¥828,"¥2,460",3280,0,0,0,2460,SM5瓶271,F,F,T,Y,
OFF,by_btl,White,US,California,Sonoma County,,2117,2011,"Ferrari Carano Fumé Blanc, Sonoma County",法拉力卡诺富美白,750,13.50%,Sauvignon Blanc,,,,,,"Ferrari-Carano's 2011 Fumé Blanc has aromas of lime, kiwi, citrus, melon and a touch of grass complemented by flavors of grapefruit, lemon and lime with a mango and guava finish.
2011年富美白展现出浓郁奔放的青柠、猕猴桃、柑橘、蜜瓜和青草的芳香；入口充满西柚、柠檬和青柠的风味；回味中带有芒果和番石榴的味道。",2006_ferrari_carano_fume_blanc.png,¥450.00,EMW,¥190.00,¥180.00,,¥225.00,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,¥0,0,0,0,0,0,,T,T,F,Y,
ON,by_btl,White,Argentina,Cuyo,Mendoza,,2118,2012,Doña Paula Sauvignon Blanc,褒莱夫人宝拉系列白苏维翁白葡萄酒                              ,750,,Sauvignon Blanc/100%,,,,,,"This fresh, attractive and vigorous Sauvignon Blanc shows intense aromas of yellow grapefruit, lime and passion fruit, that are well integrated with gooseberry and herbal notes.
On the palate is a wine great freshness and very long very long after taste. 这是一款新鲜而具有迷人活力的长相思葡萄酒，具有黄色西柚、柠檬和热情果的强烈香气，并综合了醋栗和草本的味道。
口感上尝起来具有非好新鲜感，以长久的回味收尾。
",dona_paula_sauvignon_blanc.png,¥258.00,ASC,¥85.00,¥66.00,,¥82.50,2012,0,2,0,0,0,0,0,2,,P9,66,132,0,0,132,132,¥132,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Argentina,Cuyo,Mendoza,,2119,2012,Salentein Reserve Chardonnay,萨兰亭霞多丽白葡萄酒,750,14.00%,Chardonnay/100%,,88,,,,"Deep gold colour, with light green tints.Aromas of pears and red apples combine with honey and vanilla from the oak.Long and lingering aftertaste.Excellent for light pasta and grilled fish.
泛绿的深金色。梨和红苹果香气与来自橡木的蜂蜜和香草香气结合在一起。余味悠长。适于搭配清淡的面条以及烤鱼。",,¥390.00,Torres,¥174.00,¥122.00,,¥152.50,,0,1,0,0,0,0,0,1,, 冰箱2,122,122,0,0,122,122,¥122,¥0,0,0,0,0,0,,T,F,T,Y,
